time (min),raw light scattering data: detector voltage  (V) detector 2,raw light scattering data: detector voltage  (V) detector 3,raw light scattering data: detector voltage  (V) detector 4,raw light scattering data: detector voltage  (V) detector 5,raw light scattering data: detector voltage  (V) detector 6,raw light scattering data: detector voltage  (V) detector 7,raw light scattering data: detector voltage  (V) detector 8,raw light scattering data: detector voltage  (V) detector 9,raw light scattering data: detector voltage  (V) detector 10,raw light scattering data: detector voltage  (V) detector 11,raw light scattering data: detector voltage  (V) detector 12,raw light scattering data: detector voltage  (V) detector 13,raw light scattering data: detector voltage  (V) detector 14,raw light scattering data: detector voltage  (V) detector 15,raw light scattering data: detector voltage  (V) detector 16,raw light scattering data: detector voltage  (V) detector 17,raw light scattering data: detector voltage  (V) detector 18,UV absorbance data: absorbance  (AU) channel 1,UV absorbance data: absorbance  (AU) channel 2,count rate: count rate  (Hz),count rate at corr. func.: count rate  (Hz),Forward Laser Monitor: Forward Laser Monitor  (V),Auto-inject Signal: Auto-inject Signal
0.1152003470,0.1160307710,0.0289112590,0.0147732250,0.0067866140,0.0157874460,0.0116996200,0.0103823310,0.0089698670,0.0089075390,0.0090793350,0.0091370920,0.0090158300,0.0092988550,0.0133941310,0.0175372300,0.0157340120,0.0203381770,-0.0000023800,0.0000241000,49201.7626200000,49124.4690300000,0.9310168490, 
0.1237337070,0.1160306580,0.0289226140,0.0147759980,0.0067885720,0.0157945720,0.0117024000,0.0103915420,0.0089817770,0.0089140050,0.0090902600,0.0091430900,0.0090164350,0.0093064610,0.0134010030,0.0175403610,0.0157283310,0.0203422870,-0.0000023800,0.0000246000,48876.8056200000,49114.4747000000,0.9310296860, 
0.1322670670,0.1160507360,0.0289561660,0.0147906460,0.0068104980,0.0158122180,0.0117404600,0.0104100650,0.0090003120,0.0089254370,0.0091059420,0.0091513050,0.0090249630,0.0093196010,0.0134236480,0.0175559690,0.0157339480,0.0203484850,-0.0000028600,0.0000263000,49872.8646100000,49085.4548300000,0.9310496390, 
0.1408004270,0.1160663020,0.0289420380,0.0147904520,0.0068031680,0.0157991610,0.0117354500,0.0103980080,0.0089838510,0.0089185170,0.0090910880,0.0091460960,0.0090195460,0.0093114870,0.0134195680,0.0175431150,0.0157375370,0.0203498850,-0.0000028600,0.0000272000,50413.2998000000,49056.4349600000,0.9310652330, 
0.1493337870,0.1160417590,0.0289104800,0.0147801460,0.0067890140,0.0157877750,0.0117068160,0.0103866310,0.0089671220,0.0089128320,0.0090836930,0.0091401020,0.0090102320,0.0093073610,0.0134051550,0.0175340760,0.0157306090,0.0203498380,-0.0000023000,0.0000269000,48950.1181000000,49027.4151000000,0.9310721470, 
0.1578671470,0.1160333830,0.0289005170,0.0147804800,0.0067854990,0.0157852060,0.0117026860,0.0103919880,0.0089741360,0.0089141940,0.0090838630,0.0091388200,0.0090118540,0.0093133380,0.0134033090,0.0175366960,0.0157311520,0.0203553670,-0.0000010800,0.0000259000,48832.8757100000,49092.8029400000,0.9310885660, 
0.1664005070,0.1160186050,0.0288889410,0.0147747960,0.0067842120,0.0157776050,0.0117045690,0.0103873860,0.0089768440,0.0089111990,0.0090805570,0.0091380540,0.0090120220,0.0093057800,0.0134034310,0.0175302380,0.0157334030,0.0203598010,-0.0000016400,0.0000252000,48132.2487800000,49167.9453400000,0.9310977680, 
0.1749338670,0.1160080790,0.0288851830,0.0147702180,0.0067871650,0.0157745750,0.0116981480,0.0103835700,0.0089748020,0.0089127870,0.0090840610,0.0091344540,0.0090146980,0.0093029570,0.0134007310,0.0175282820,0.0157374770,0.0203579780,-0.0000034700,0.0000250000,48976.6071600000,49243.0877300000,0.9311138450, 
0.1834672270,0.1160193000,0.0288955190,0.0147779010,0.0067964510,0.0157814800,0.0116995560,0.0103894360,0.0089796300,0.0089180800,0.0090874890,0.0091350310,0.0090200960,0.0093065410,0.0134067020,0.0175310930,0.0157377970,0.0203552430,-0.0000046300,0.0000263000,49013.1486300000,49318.2301300000,0.9311239740, 
0.1920005870,0.1160153170,0.0288944710,0.0147751220,0.0067937630,0.0157706130,0.0116968240,0.0103900730,0.0089775160,0.0089094340,0.0090858950,0.0091358210,0.0090181380,0.0093047910,0.0134110770,0.0175281620,0.0157328940,0.0203520050,-0.0000043000,0.0000276000,49953.4829100000,49242.5470000000,0.9311347640, 
0.2005339470,0.1159900240,0.0288819900,0.0147704370,0.0067849400,0.0157626080,0.0116918320,0.0103878820,0.0089709720,0.0089042890,0.0090800760,0.0091351880,0.0090165710,0.0093034830,0.0134048890,0.0175260140,0.0157317860,0.0203546760,-0.0000031800,0.0000293000,49072.8736300000,49166.5879000000,0.9311447390, 
