count rate: 
time (min),count rate (Hz)
0.9498333333333334,53977
0.9515833333333333,54712
0.9533166666666666,55274
0.9550999999999999,54283
0.9568333333333333,54769
0.9585833333333333,56123
0.9603166666666667,53300
0.9620666666666666,55389
0.9638333333333333,53291
0.9655833333333333,54597
0.9673166666666667,55398
0.9692000000000001,55274
0.97095,53148
0.9727166666666667,55866
0.9744333333333334,54616
0.9762000000000001,54330
0.9779166666666667,54244
0.9797166666666667,53682
0.9814333333333334,55646
0.9832,54798
0.9849166666666667,55332
0.9866833333333334,53710
0.9884333333333333,54025
0.9902,55046
0.9919166666666667,53205
0.9936833333333334,53968
0.9954,54273
0.9972,54788
0.9989166666666667,55780
1.00065,53491
1.002533333333333,55055
1.004316666666667,53949
1.00605,55332
1.0078,54121
1.009533333333333,56018
1.011283333333333,53977
1.01305,55370
1.0148,53653
1.016533333333333,55379
1.018283333333333,54721
1.020016666666667,54388
1.0218,56171
1.023533333333333,54531
1.025283333333333,54550
1.027016666666667,53939
1.028733333333333,53701
1.030533333333333,54407
1.03225,54454
1.034016666666667,52957
1.0359,53195
1.03765,54101
1.039416666666667,53901
1.041133333333333,53234
1.0429,55952
1.044616666666667,54264
1.046416666666667,55389
1.048133333333333,54512
1.0499,54721
1.051616666666667,53739
1.05335,55551
1.055133333333333,54435
1.056866666666667,53806
1.058616666666667,54178
1.06035,55112
1.0621,54950
1.063866666666667,53787
1.065616666666667,53644
1.06735,53529
1.069266666666667,55294
1.071016666666667,51736
1.07275,54254
1.0745,53377
1.076233333333333,54063
1.078016666666667,53987
1.07975,52614
1.0815,55427
1.083233333333333,53710
1.08495,54321
1.08675,53577
1.088466666666667,53844
1.090233333333333,55265
1.09195,54693
1.093716666666667,54092
1.095466666666667,54559
1.097233333333333,54111
1.09895,53186
1.100716666666667,54197
1.102633333333333,53710
1.10435,54817
1.106116666666667,53691
1.107833333333333,53768
1.109566666666667,53176
1.11135,53501
1.113116666666667,54426
1.114833333333333,55141
1.116566666666667,54006
1.118316666666667,53949
1.120083333333333,53157
1.121833333333333,53310
1.123566666666667,54855
1.125316666666667,53367
1.12705,54960
1.128833333333333,53329
1.130566666666667,54874
1.132316666666667,53548
1.13405,53701
1.135966666666667,53367
1.137716666666667,53319
1.13945,54388
1.141166666666667,53482
1.142933333333333,53586
1.144683333333333,54111
1.14645,53586
1.148166666666667,53472
1.149933333333333,54254
1.15165,54664
1.15345,53958
1.155166666666667,53787
1.156933333333333,53796
1.15865,54931
1.160416666666667,53234
1.162166666666667,53529
1.163933333333333,53949
1.16565,54149
1.1674,52947
1.169333333333333,54149
1.17105,55093
1.172783333333334,54035
1.174533333333333,53024
1.1763,53796
1.17805,54197
1.179783333333333,54883
1.181533333333333,54407
1.183266666666667,53596
1.18505,52680
1.186783333333333,53482
1.188533333333333,53300
1.190266666666667,52947
1.192016666666667,54225
1.193783333333333,53043
1.195533333333333,53892
1.197266666666667,53577
1.199016666666667,53634
1.200733333333333,52433
1.202666666666667,54674
1.204383333333333,54368
1.20615,53730
1.207866666666667,54550
1.209666666666667,54626
1.211383333333333,54655
1.21315,53453
1.214866666666667,53339
1.216633333333333,53911
1.218383333333333,54683
1.22015,53462
1.221866666666667,54063
1.223633333333333,53882
1.22535,53014
1.227133333333333,53472
1.228866666666667,53110
1.230616666666667,52919
1.23235,54054
1.2341,53710
1.236,54197
1.23775,53634
1.239483333333333,53958
1.241233333333333,53815
1.243,54569
1.24475,54073
1.246483333333333,53110
1.248233333333334,54321
1.249966666666667,53672
1.25175,53205
1.253483333333333,53348
1.255233333333333,54159
1.256966666666667,54731
1.258716666666667,52928
1.260466666666667,54550
1.262233333333333,53310
1.26395,54883
1.265716666666667,53091
1.267433333333333,54950
1.269366666666667,53205
1.271083333333333,52070
1.27285,53491
1.274566666666667,53911
1.276366666666667,54740
1.278083333333333,55179
1.27985,54073
1.281566666666667,53644
1.283333333333333,53997
1.285083333333333,54559
1.28685,53663
1.288566666666667,55513
1.290316666666667,53110
1.29205,52642
1.293833333333333,54140
1.295566666666667,53691
1.297316666666667,54159
1.29905,54006
1.3008,53215
1.3027,53033
1.30445,53119
1.306183333333333,53491
1.307966666666666,52795
1.3097,51345
1.31145,54168
1.313183333333333,52623
1.314933333333333,53167
1.3167,53510
1.31845,53215
1.320183333333333,52719
1.321933333333333,53911
1.32365,53310
1.32545,52986
1.327166666666667,53844
1.328933333333333,54025
1.33065,53634
1.332416666666667,52356
1.334166666666667,53434
1.336066666666667,54578
1.337783333333333,53443
1.33955,53844
1.3413,54521
1.343066666666667,53253
1.344783333333333,53625
1.34655,54054
1.348266666666667,53291
1.35005,53596
1.351783333333333,53796
1.353533333333333,53653
1.355266666666667,53310
1.357016666666667,52375
1.358783333333333,53730
1.360533333333333,53510
1.362266666666667,52518
1.364016666666667,54225
1.36575,52661
1.367533333333333,53405
1.3694,53958
1.37115,53310
1.372883333333333,53958
1.374666666666667,52633
1.3764,53110
1.37815,53825
1.379883333333333,53129
1.381633333333333,53081
1.383383333333333,53701
1.38515,53081
1.386866666666667,53367
1.388633333333333,55532
1.39035,53453
1.39215,53033
1.393866666666667,54073
1.395633333333333,54235
1.39735,53558
1.399116666666667,55475
1.400866666666667,53625
1.402766666666667,51984
1.404483333333334,53014
1.40625,54168
1.408,53243
1.409766666666667,53071
1.411483333333333,53749
1.413233333333333,52757
1.414966666666667,53691
1.41675,54121
1.418483333333333,53234
1.420233333333333,51689
1.421966666666667,53920
1.423716666666667,53939
1.425483333333333,53987
1.427233333333333,54349
1.428966666666667,54302
1.430716666666667,52709
1.43245,53148
1.434233333333333,53339
1.4361,53329
1.43785,53644
1.439583333333333,53510
1.441366666666667,53424
1.4431,53482
1.44485,53300
1.446566666666667,53339
1.448333333333333,53415
1.450083333333333,54750
1.45185,53253
1.453566666666667,53777
1.455333333333333,54674
1.45705,54121
1.45885,52881
1.460566666666667,53930
1.4623,53730
1.46405,53415
1.465783333333333,54092
1.467566666666667,53882
1.469466666666667,53958
1.471183333333333,53720
1.472966666666667,54035
1.4747,53424
1.47645,53939
1.478183333333333,55055
1.479933333333334,52423
1.4817,53815
1.48345,52680
1.485183333333333,54416
1.486933333333333,55665
1.488666666666667,53234
1.49045,54712
1.492183333333333,54950
1.4939,53815
1.495666666666666,53815
1.497383333333333,53520
1.499183333333333,53606
1.5009,54092
1.5028,53730
1.50455,54178
1.5063,53520
1.508066666666667,53749
1.509783333333333,54206
1.51155,53558
1.513266666666667,52518
1.515066666666667,54950
1.516783333333333,53768
1.518516666666667,53749
1.520266666666667,52709
1.522,52738
1.523783333333333,52604
1.525516666666667,52862
1.527266666666667,54798
1.529,54101
1.53075,53234
1.532516666666667,54035
1.534266666666667,54502
1.53615,54273
1.537883333333333,53253
1.539666666666667,55770
1.5414,53091
1.54315,52871
1.544883333333333,53024
1.5466,53529
1.5484,53815
1.550116666666667,54740
1.551883333333333,53272
1.5536,53386
1.555366666666667,54588
1.557116666666667,54702
1.558883333333333,54368
1.5606,53529
1.562366666666667,53615
1.564083333333333,52833
1.565883333333333,52595
1.5676,54388
1.569483333333333,53129
1.571283333333333,53815
1.573,53625
1.574733333333333,53834
1.576483333333333,52995
1.578216666666667,52194
1.58,53081
1.581733333333333,54435
1.583483333333333,54378
1.585216666666667,53501
1.586966666666667,54244
1.588733333333333,54216
1.590483333333333,53186
1.592216666666667,54883
1.593966666666667,53348
1.5957,53100
1.597483333333333,52671
1.599216666666667,54540
1.600966666666667,54016
1.602816666666667,53091
1.604616666666667,54254
1.606333333333333,52833
1.6081,54473
1.609816666666667,53911
1.611583333333333,52909
1.613333333333333,53482
1.6151,53110
1.616816666666667,53548
1.618583333333333,54407
1.6203,53806
1.6221,53958
1.623816666666667,53968
1.625583333333333,53281
1.6273,53491
1.629066666666667,53071
1.630816666666667,53319
1.632583333333333,52852
1.6343,53682
1.636183333333334,53548
1.63795,53205
1.6397,53510
1.641433333333333,52347
1.643183333333333,54645
1.644916666666667,53911
1.6467,54073
1.648433333333333,53043
1.650183333333333,53873
1.651916666666666,52480
1.653666666666667,53377
1.655433333333333,54311
1.657183333333333,53529
1.658916666666667,53758
1.660666666666667,53586
1.6624,54006
1.664183333333333,53148
1.665916666666667,52547
1.667666666666667,53739
1.669516666666667,54407
1.671316666666667,52957
1.673033333333333,53701
1.6748,53529
1.676516666666667,54254
1.678283333333333,51698
1.680033333333333,53853
1.6818,54130
1.683516666666667,53739
1.685283333333333,53863
1.687,52289
1.6888,53710
1.690516666666667,53691
1.692283333333333,53100
1.694,52833
1.695766666666667,53129
1.697516666666667,53348
1.699283333333333,53215
1.701,53577
1.702916666666667,53281
1.70465,53863
1.7064,53186
1.708133333333333,52947
1.709883333333333,53787
1.71165,54264
1.7134,53195
1.715133333333333,54111
1.716883333333333,52986
1.718616666666667,53663
1.7204,54693
1.722133333333333,53148
1.723883333333333,53911
1.725616666666667,53253
1.727366666666666,52747
1.729133333333333,54330
1.730883333333333,54502
1.732616666666666,54235
1.734366666666667,52814
1.73625,52747
1.738016666666667,53644
1.739733333333333,53863
1.7415,53730
1.743216666666667,54626
1.745016666666667,53834
1.746733333333333,51584
1.7485,53672
1.750216666666667,54645
1.751983333333333,53691
1.753733333333333,54035
1.7555,53510
1.757216666666667,54693
1.758983333333333,53634
1.7607,53024
1.7625,54464
1.764216666666667,53310
1.765983333333333,53167
1.7677,53310
1.769616666666667,53167
1.77135,54302
1.7731,53539
1.774833333333333,55246
1.776583333333333,53071
1.77835,53186
1.7801,52165
1.781833333333333,53834
1.783583333333333,53796
1.785316666666667,53834
1.7871,53520
1.788833333333333,54569
1.790583333333333,52785
1.792316666666667,54016
1.794066666666667,54540
1.795833333333333,54950
1.797583333333333,53815
1.799316666666667,53157
1.801066666666667,53071
1.80295,53310
1.804716666666667,53730
1.806433333333333,53863
1.8082,53310
1.809916666666667,53453
1.811716666666667,53043
1.813433333333333,54416
1.8152,54006
1.816916666666667,53615
1.818683333333333,52576
1.820433333333333,52270
1.8222,53167
1.823916666666667,52785
1.825683333333333,53205
1.8274,54378
1.8292,53634
1.830916666666667,53911
1.832683333333333,53920
1.8344,53863
1.836316666666667,53434
1.83805,52795
1.8398,55456
1.841533333333333,52528
1.843316666666667,53539
1.84505,52318
1.8468,54225
1.848533333333333,53339
1.850283333333333,53777
1.85205,53358
1.8538,53434
1.855533333333333,53405
1.857283333333333,53062
1.859016666666667,53815
1.8608,53558
1.862533333333333,51841
1.864283333333333,52595
1.866016666666667,52461
1.867733333333333,53873
1.86965,54531
1.871416666666667,53958
1.873133333333333,53482
1.8749,53091
1.87665,53710
1.878416666666667,53682
1.880133333333333,53720
1.8819,53243
1.883616666666666,54817
1.885416666666667,53777
1.887133333333333,54073
1.8889,53625
1.890616666666667,53615
1.89235,52938
1.894133333333333,55704
1.895866666666667,53300
1.897616666666667,54235
1.89935,54368
1.9011,52890
1.903016666666667,53787
1.90475,53033
1.9065,53424
1.908233333333333,53310
1.910016666666667,54445
1.91175,54960
1.9135,54140
1.915233333333333,53319
1.916983333333333,54454
1.91875,53567
1.9205,52690
1.922233333333333,53300
1.92395,53691
1.925716666666667,53281
1.927466666666667,54168
1.929216666666667,53644
1.93095,54063
1.9327,54216
1.934433333333333,53091
1.93635,53319
1.938116666666667,54082
1.939833333333333,54616
1.9416,54550
1.94335,53567
1.945116666666667,53825
1.946833333333333,54321
1.948566666666667,53882
1.950316666666667,52318
1.952116666666667,52490
1.953833333333333,54712
1.955566666666667,53281
1.957316666666667,52804
1.95905,53367
1.960833333333333,52366
1.96255,54025
1.964316666666666,55217
1.966033333333333,53663
1.9678,54292
1.969716666666667,53386
1.97145,54149
1.9732,54168
1.974966666666667,54693
1.976716666666667,54225
1.97845,54206
1.980166666666667,53672
1.981933333333333,53319
1.983683333333333,53424
1.98545,53100
1.987166666666667,53071
1.988933333333333,53367
1.99065,53119
1.992433333333334,54302
1.994166666666667,54006
1.995916666666667,53987
1.99765,54054
1.9994,54016
2.001166666666667,54101
2.00305,53501
2.004816666666667,53644
2.006533333333333,53768
2.008333333333333,52719
2.01005,53615
2.011783333333333,54054
2.013533333333333,53567
2.015266666666667,53176
2.01705,53720
2.018783333333333,55618
2.020533333333333,53653
2.022266666666666,53920
2.024016666666667,53358
2.025766666666667,55131
2.027533333333333,53796
2.02925,53787
2.031016666666667,52919
2.032733333333333,53472
2.034533333333334,53100
2.036383333333334,53405
2.03815,53806
2.039866666666667,54054
2.041666666666667,54082
2.043383333333333,53224
2.04515,53491
2.046866666666667,53825
2.048633333333334,53472
2.050383333333333,53339
2.052133333333333,53472
2.053866666666667,54473
2.055616666666667,53634
2.05735,52862
2.059133333333333,53443
2.060866666666667,53424
2.062616666666667,53472
2.06435,54216
2.0661,53300
2.067866666666667,52843
2.06975,53148
2.071483333333334,55208
2.073266666666667,53396
2.075,53215
2.07675,53482
2.078483333333333,53186
2.080233333333333,54140
2.081983333333333,53834
2.08375,52270
2.085466666666667,52566
2.087233333333333,54407
2.08895,53358
2.09075,52108
2.092466666666667,55370
2.094233333333333,54979
2.09595,53882
2.097716666666666,54121
2.099466666666667,53548
2.101233333333334,55036
2.103083333333333,54759
2.10485,54464
2.1066,52900
2.108366666666667,53930
2.110083333333333,55093
2.11185,54359
2.113566666666666,54206
2.11535,53844
2.117083333333333,54006
2.118833333333333,53443
2.120566666666666,53739
2.122316666666667,53739
2.124083333333333,53491
2.125833333333333,52175
2.127566666666667,54893
2.129316666666667,53977
2.13105,53415
2.132833333333333,53396
2.134566666666667,53520
2.13645,53243
2.138183333333333,53730
2.139966666666667,52862
2.1417,52480
2.14345,54292
2.145183333333334,54016
2.146933333333334,54035
2.148683333333333,53930
2.15045,52700
2.152166666666667,54807
2.153933333333333,52595
2.15565,55551
2.15745,52795
2.159166666666667,53806
2.160933333333333,53939
2.16265,54092
2.164416666666667,53873
2.166166666666667,54044
2.167933333333333,54130
2.169783333333334,54922
2.17155,54702
2.1733,53768
2.17505,53586
2.176783333333333,53443
2.178533333333333,53529
2.180266666666667,53520
2.18205,53462
2.183783333333333,54597
2.185533333333333,52843
2.187266666666666,52814
2.189016666666667,52947
2.190783333333334,52967
2.192533333333333,54130
2.194266666666667,53834
2.196016666666667,54721
2.19775,53205
2.199533333333334,52957
2.201266666666667,53195
2.20315,53033
2.2049,53129
2.206666666666667,54092
2.208383333333333,53176
2.21015,53548
2.211866666666666,52919
2.213666666666667,52833
2.215383333333333,54254
2.21715,55532
2.218866666666667,54569
2.220633333333333,53949
2.222383333333333,53758
2.22415,53977
2.225866666666667,53071
2.227633333333333,53672
2.22935,53310
2.23115,54473
2.232866666666667,54550
2.234633333333333,52843
2.236483333333333,52518
2.238266666666667,54435
2.24,54063
2.24175,53777
2.243483333333333,53997
2.245233333333333,52480
2.247,53491
2.24875,53205
2.250483333333333,53339
2.252233333333333,52909
2.253966666666666,53234
2.25575,53110
2.257483333333334,53844
2.259233333333333,52824
2.260966666666667,54779
2.262716666666667,54340
2.264483333333333,52633
2.266233333333333,53234
2.267966666666667,52595
2.26985,54054
2.2716,52614
2.273366666666667,53625
2.275083333333333,54149
2.27685,54244
2.278566666666667,54235
2.280366666666667,54216
2.282083333333333,53176
2.28385,54292
2.285566666666667,54092
2.287333333333334,54321
2.289083333333333,52556
2.29085,54388
2.292566666666667,53367
2.294333333333333,55093
2.29605,53749
2.29785,52566
2.299566666666666,55532
2.3013,54063
2.303183333333334,53739
2.304966666666667,53157
2.3067,53520
2.30845,52747
2.310183333333333,52938
2.311933333333334,53958
2.3137,52967
2.31545,55446
2.317183333333333,52356
2.318933333333333,54464
2.320666666666667,53482
2.32245,52480
2.324183333333333,54721
2.325933333333333,56056
2.327666666666667,53911
2.329383333333333,53701
2.331183333333334,53567
2.3329,54321
2.334666666666667,52595
2.336583333333333,53567
2.3383,54206
2.340066666666667,53815
2.341783333333333,53129
2.34355,54388
2.3453,53482
2.347066666666667,53758
2.348783333333333,53424
2.35055,53758
2.352266666666667,54159
2.354066666666667,54407
2.355783333333334,53567
2.357516666666667,52595
