time (min),raw light scattering data: detector voltage  (V) detector 2,raw light scattering data: detector voltage  (V) detector 3,raw light scattering data: detector voltage  (V) detector 4,raw light scattering data: detector voltage  (V) detector 5,raw light scattering data: detector voltage  (V) detector 6,raw light scattering data: detector voltage  (V) detector 7,raw light scattering data: detector voltage  (V) detector 8,raw light scattering data: detector voltage  (V) detector 9,raw light scattering data: detector voltage  (V) detector 10,raw light scattering data: detector voltage  (V) detector 11,raw light scattering data: detector voltage  (V) detector 12,raw light scattering data: detector voltage  (V) detector 13,raw light scattering data: detector voltage  (V) detector 14,raw light scattering data: detector voltage  (V) detector 15,raw light scattering data: detector voltage  (V) detector 16,raw light scattering data: detector voltage  (V) detector 17,raw light scattering data: detector voltage  (V) detector 18,UV absorbance data: absorbance  (AU) channel 1,UV absorbance data: absorbance  (AU) channel 2,count rate: count rate  (Hz),count rate at corr. func.: count rate  (Hz),Forward Laser Monitor: Forward Laser Monitor  (V),Auto-inject Signal: Auto-inject Signal
12.41764038301415,0.08337073512298643,0.02724371883510854,0.01286435402018249,0.00651628330873873,0.01529974262265258,0.01166386492404178,0.01012742601283314,0.009084425877328696,0.008839464423008382,0.009311922421197407,0.009404468858558413,0.009325421963930082,0.009470095742225008,0.01367450007810103,0.01751168577474886,0.01529977248656764,0.02041485386819471,0.0007292485177563858,0.0005341411510373438,53790.4985310978,53986.88828060357,0.935190330899225, 
12.42617374410213,0.0833695395734088,0.02724284338903759,0.01286884025324949,0.006521244698554829,0.01530629629760244,0.01166415772718271,0.01013440121934908,0.009085600521662776,0.008840429947303082,0.009316252773296861,0.009408287371323494,0.00933130720861846,0.009472408788595548,0.01368084977185939,0.01751843582776381,0.01530777707565824,0.02041342047225931,0.0007613336216100418,0.0005560341921573496,54491.80269647105,53965.43905268879,0.9351951392663959, 
12.43470710519012,0.0833694622817507,0.02724074772305403,0.01287210063467229,0.006527539313448425,0.01530949590046991,0.01166804054843429,0.01014151009723982,0.009087786985524152,0.008839872052607301,0.009321497769127966,0.009415137077342673,0.009340542284121839,0.00947853134325468,0.01368281354710264,0.01752312752256685,0.01530657552253512,0.02041322056717261,0.0007968846367953194,0.0005758257412492222,53190.12012211919,53949.55793032808,0.9352070934436565, 
12.4432404662781,0.08336657723477243,0.02724302756406338,0.01286956480796942,0.006524515862333786,0.01530712494197177,0.01166664026118906,0.01013798373251862,0.009085649520093698,0.008838144920386121,0.009314858237974186,0.009414249268575901,0.009335098650670953,0.009480906229884192,0.01368318011495707,0.01751574252100482,0.01530326725352751,0.02041210894018784,0.0008381127814861818,0.0005988073051221871,53033.27718964541,53933.67680796736,0.9352070180756714, 
12.45177382736608,0.08337109597894259,0.02724501028264288,0.01287038203047174,0.006520599035269464,0.01530964731917626,0.01166961091646267,0.01013791793774483,0.009086963392418887,0.008847276086257893,0.009316430523151601,0.009412721979764432,0.009335636682690347,0.009482699021633593,0.01368432720161173,0.01751907922360486,0.01530164459530654,0.02041152047067488,0.0008815085103764306,0.0006221465187007196,53085.77805354514,53917.79568560664,0.93519081981366, 
12.46030718845406,0.08338056505133017,0.02724509010418174,0.01287606289273633,0.006523953207633314,0.01531539810641293,0.01168227912249623,0.01014451203299399,0.009094225427737737,0.008855322237176808,0.009323176383684694,0.009417341238043411,0.009340879331047939,0.009484577071335995,0.01368737206821923,0.01753302993893652,0.01530930728867547,0.0204153851397666,0.000924054776301718,0.0006462779668445317,53615.88572416489,53953.14433901246,0.9351859815938822, 
12.46884054954205,0.08338873391677661,0.02724129167300353,0.01287291270358726,0.006527375915673139,0.01531744103286561,0.01168531967190634,0.01013923058044522,0.009089375744579783,0.008852497355092324,0.009324590157832099,0.009417559786606005,0.009340012006032187,0.009483807324847651,0.01368803920893623,0.01753095474483539,0.01531497836079165,0.02041087032940802,0.0009655847239748898,0.0006723998984525931,54235.49175848533,54051.54398768051,0.9351984325503069, 
12.47737391063003,0.08337128786613035,0.0272417042803267,0.01287047865117635,0.006526060494617031,0.01531868137466497,0.01168144651848958,0.01013965325072473,0.00908721285140821,0.008846193681094124,0.009326214648890628,0.009416281876720268,0.009339302966339672,0.009481492100469722,0.01368876609198503,0.01753233768659069,0.01531259681546743,0.02040146573162084,0.001010090151396543,0.000699999324487099,53736.4912572841,54149.94363634857,0.9352014526114639, 
12.48590727171801,0.08336835207425169,0.02724629277241737,0.01287782098396604,0.006528643694937569,0.01532094948375518,0.01168205435505845,0.01014767434295928,0.009094299556914633,0.008846645738624244,0.009330611795291193,0.009421297330357332,0.009340952181906859,0.00948231064222858,0.01368917019428355,0.01753962866114965,0.01531030261517078,0.02040237119058991,0.001059759133661686,0.0007286927880690558,54282.56850423406,54248.34328501664,0.9351994390632167, 
12.49444063280599,0.08338321127495063,0.02725181403083388,0.01288500545244476,0.006530293514050639,0.01532417456013356,0.01168320559206927,0.01015026228986257,0.009099461467862434,0.008853609809446158,0.009336810099347673,0.009427394011229035,0.009344868414336927,0.009489076965343917,0.01369464917139311,0.01754744925590749,0.01531274551816905,0.0204117277243519,0.001112516571539982,0.00076208863032024,54066.61749165432,54299.31706730367,0.9351790904248156, 
12.50297399389398,0.08339151735612357,0.02725856858600132,0.01288830526712534,0.006531993635629344,0.01533023064994561,0.01169084252226761,0.01015276300278158,0.009107501096743771,0.008859008077578166,0.009340863724180143,0.009433053898495478,0.009349541188861167,0.009494841578695151,0.01370515241261157,0.01755601066262033,0.01532672613347842,0.02041771866214042,0.001168644672428228,0.0007979781859916288,54076.35056478005,54309.9048178666,0.9351704677599282, 
12.51150735498196,0.08339219960362479,0.02726148971170172,0.01288639084161389,0.006534012808564541,0.0153364961663219,0.01169906272044201,0.01015578311248287,0.009108325228928085,0.008859731735567481,0.009343594406054879,0.009435835906051708,0.009357607663747207,0.009498761786569433,0.01371291254969849,0.01756155160239157,0.01532372835342072,0.02042199606815297,0.001230402919870392,0.00083453340593889,53335.58009834539,54320.49256842952,0.9351873165350381, 
12.52004071606994,0.08339612566756591,0.0272595616775917,0.01288727088130548,0.006537044935210384,0.0153365271077473,0.01170012339691608,0.01015856589881785,0.009104643265373146,0.00885859077407969,0.009345402393398396,0.009435622693385414,0.009355743597480419,0.009495182144326578,0.01371643502043638,0.01755699689219504,0.0153191910247919,0.02042362168730331,0.001295523452916996,0.0008723753258942233,54191.62489592022,54331.08031899244,0.9352022270296511, 
12.52857407715792,0.0833978871266388,0.02725809198040261,0.01289205650081963,0.006537705067234235,0.01533892284462515,0.01170418702352189,0.01016501805691365,0.009109433491154414,0.008862711005730245,0.009346831062590922,0.009440415856708335,0.009357738021890574,0.009496138375464133,0.01371712929921284,0.01755679207138904,0.01532013147383245,0.02042688686220369,0.001362131725837944,0.0009104808303931018,54465.18394195481,54352.42500551896,0.9352100191065155, 
12.5371074382459,0.08339799843075678,0.02726169526893456,0.01289603188564974,0.006538811257094621,0.01534198924975477,0.01170840799669839,0.01017114184616543,0.009116942852018268,0.008865399655543336,0.009353355098358425,0.009443888369523947,0.009363537598572563,0.009504683673971163,0.01371945142176266,0.0175658879783821,0.0153205025276943,0.02043135507499571,0.001432152328442927,0.0009490197365921477,54345.18334258434,54380.03619923969,0.9352023277944171, 
12.54564079933389,0.08339908321580444,0.02726868319577561,0.01290430881516046,0.00654383072793808,0.01535113037544427,0.01171423291077687,0.01017311272316932,0.009126307026013749,0.008873304457222576,0.009359769096877352,0.009449886002616838,0.009371453177723379,0.009514728145827439,0.01372846401671675,0.01757807313113849,0.01532730939542117,0.02043907117829506,0.001508380578617666,0.0009914027939824017,55032.78850957636,54407.64739296041,0.9351943405993255, 
12.55417416042187,0.08339706652411029,0.02727148481047888,0.01291208084929942,0.006546216152524095,0.01536550038351626,0.01172090557185942,0.0101774386443143,0.009129441669403552,0.008883066172112321,0.009366942785509777,0.009456179301856531,0.009381684837175526,0.009515949789714642,0.01373665742153816,0.01758536633630277,0.01532862284498295,0.02044446433229936,0.00159014707600169,0.001041576586396494,54068.43210816309,54435.25858668114,0.9351878499003174, 
12.56270752150985,0.08340585240426204,0.02727500730831595,0.01291175521422666,0.00654985856272671,0.01536967427934994,0.01172540315918309,0.01018468812264901,0.009133173481055301,0.008881937261647379,0.009373423016245551,0.009460637831787216,0.009380864342267618,0.009512425169368456,0.01374642862884555,0.01758817289803374,0.01533345631939844,0.0204427973722516,0.001676312668138075,0.001093323121558712,55155.58398450189,54484.735151734,0.9351862319153558, 
12.57124088259783,0.08340926563972401,0.02727950371376917,0.01291196645910404,0.006557477832136839,0.01537523896641388,0.01173268304987853,0.01019028575878741,0.009137126251765994,0.00888728736328293,0.009376235351475136,0.009463602030053395,0.009384652929755473,0.00952247663236053,0.01375057441604827,0.01759965831234359,0.01534953775259013,0.02044371769857008,0.001768130964283066,0.001143757050281121,53058.78496285187,54542.55988885978,0.9351985981666643, 
12.57977424368582,0.08341210960815065,0.02727958647221244,0.01291318947687178,0.006560558980715547,0.01538410819805022,0.01173545532487864,0.01019065726329946,0.009138572812691353,0.008889199021588901,0.009372917498765749,0.00946929862580269,0.009388743757698655,0.00953009806946992,0.01374792532324937,0.01760109778949956,0.01535328966652134,0.02044916428528383,0.001865003774008351,0.001200464430895022,54905.7588487572,54600.38462598556,0.9351945394459027, 
12.5883076047738,0.0834170150480686,0.02728014339981362,0.01291827745888204,0.006559506703131668,0.01539716167410607,0.0117360749001707,0.01019762610407463,0.009147083371738751,0.008893769941034333,0.009376815620824189,0.00947310399184805,0.009395032865061034,0.009535097700913597,0.01375213923961827,0.01760438120823209,0.01535333502373978,0.02045611461903611,0.001963019273758643,0.001265446280161945,54881.93445591433,54658.20936311135,0.9351825983313246, 
12.59684096586178,0.08341860710232434,0.0272857212585086,0.01292636391893142,0.00656066992487786,0.01540051285708672,0.01173950870400012,0.01020429684678866,0.009154545407018105,0.008903976306201766,0.009384891611612019,0.009473408512105345,0.009399899485923674,0.009537008585088774,0.01376182058843177,0.01761432604192489,0.01535662110989531,0.02045551337393197,0.002066899060606437,0.001330480130883461,53971.86040720754,54704.13113474849,0.9351895117995562, 
12.60537432694976,0.08342259558585158,0.02729867976777635,0.012927387772771,0.00656949235486,0.01540783755051802,0.01175198236508178,0.01020839074593373,0.009158387027557096,0.00891331317667253,0.009397953215353427,0.009483923122469774,0.00940482480747727,0.00954306963339051,0.01377428951840478,0.01762138630531679,0.01535669382230699,0.02046176949453104,0.00218044748711144,0.001396316858651515,55503.36760628154,54747.35994624502,0.9351957603161399, 
12.61390768803775,0.08342111083550378,0.02730344938784707,0.01292373635408266,0.006575367250960162,0.01541961451145069,0.01176259546040325,0.01021522284382435,0.009160355908480902,0.00891762039236476,0.009405058695384777,0.009496309111265425,0.009409383399753739,0.009545867355405266,0.01377815622416474,0.0176321135647604,0.01535017764576354,0.02047061389140312,0.002306378008819783,0.00146817221828085,54648.39157844639,54790.58875774156,0.9351987987070215, 
12.62244104912573,0.08342517659256118,0.02730949187056844,0.01293237503624609,0.006576430702285584,0.01542028048481129,0.01176597084506969,0.01022202031141454,0.009165184716056797,0.00892069154985888,0.00940409005211764,0.009497158644413205,0.009414161975865053,0.009547328176298296,0.01378674704180448,0.0176388806739912,0.01534704320754509,0.02047171952008247,0.00243117972277757,0.001545843192678622,54473.37918721484,54833.81756923808,0.9352009076715572, 
12.63097441021371,0.08342577426085224,0.02731400710727109,0.01294429131400313,0.006577750417750486,0.01542952319132405,0.01178045830302931,0.01023193511726185,0.009174670935058206,0.008931053749182766,0.009413106699573359,0.009506955288426105,0.009425878468998228,0.009561270190195812,0.01380369782443439,0.01765167773326562,0.0153609432647206,0.0204772390483834,0.002563751601457007,0.001625321050368455,54812.64912252638,54871.0456263308,0.9351908757339449, 
12.63950777130169,0.08343080065710061,0.0273159072574513,0.01294788721210821,0.006582264060265906,0.01544370562198557,0.0117920243376473,0.01024016752882311,0.009183204511640524,0.008940259555320369,0.009417653081559384,0.009514507841073456,0.00943275889003652,0.009568827554239261,0.01381657910309899,0.01766324129803418,0.01537471555860785,0.02048213708660527,0.002710215773410292,0.001712367625954284,55644.77203124474,54907.66060785514,0.9351872118198493, 
12.64804113238967,0.08343976506322809,0.0273208332695729,0.01295680765301719,0.006586933517881573,0.01545639999809094,0.01179790541223775,0.01025134056353202,0.009190759616713486,0.008944294630297269,0.009425979305026417,0.009519417531964326,0.009438238313119842,0.009578606244285954,0.01382223919071537,0.01767275639746889,0.01537316441783609,0.02048789438997142,0.002858325378978744,0.001802980975246277,54816.93146487927,54944.27558937948,0.9351938932478233, 
12.65657449347766,0.08344364309485569,0.02733192409486462,0.01296153895315476,0.006592354452374063,0.01546328246188384,0.01180534041229684,0.01026268379125267,0.009201385916538934,0.00895756196023563,0.009437536168176249,0.009529312118933861,0.009449895676492978,0.009588867835442848,0.01382592121258016,0.0176822004411941,0.01538101724327612,0.02049569666442173,0.003012254355251973,0.001897452258745147,55012.69300739953,54980.89057090382,0.9352055455381083, 
12.66510785456564,0.08345346285384307,0.02735026562033626,0.01297555387098196,0.006603534882203749,0.01548252613315655,0.01182345300246581,0.01027588262073053,0.009214430915875572,0.008966621494057851,0.009447473507603318,0.009544168710656926,0.009463614628846595,0.009594607552917777,0.01384065838591955,0.01769341265089905,0.01538762247241888,0.02050824788622819,0.003183114066110387,0.001995950021115481,54642.3042771796,55004.97256174972,0.9352149957042136, 
12.67364121565362,0.08344230213890258,0.0273491483472205,0.01298046132132179,0.006603843795256407,0.01549009546210461,0.01182524985789155,0.01028346726101238,0.009218642084965176,0.008968029777776085,0.009456448626889876,0.009549471516193921,0.009466999104067453,0.00960083366764706,0.01385313474184223,0.01770279959428819,0.01539320969740514,0.02051242053170244,0.003365535466099351,0.002100067486075048,53844.23888647255,55029.04337344652,0.9352128235264149, 
12.6821745767416,0.08344168810992751,0.02735384619901609,0.01298379393828534,0.006608150851386851,0.01550168986792307,0.01183597677703813,0.0102869857904291,0.009228726609824583,0.008978989832525978,0.009468871316910604,0.009558627662733658,0.009481540042712224,0.009611027291886612,0.01387015891267612,0.01772353293387706,0.01540335072818873,0.0205174772762355,0.003551837357750269,0.00221475723085439,56659.89034778767,55053.11418514333,0.935206072514204, 
12.69070793782958,0.0834537427636687,0.02735865785919478,0.01299489489142338,0.006620621338657462,0.01551972157875201,0.01185199192723151,0.0102959283028049,0.009239423591265063,0.008995331114289479,0.009481645932985797,0.009574560110200208,0.009494317003530782,0.009624526701456472,0.01388351288026302,0.01774046291602949,0.01541319469078086,0.02052468797890094,0.003747704173998531,0.002338928060665364,55473.97012905929,55086.36590262876,0.9351943693555029, 
12.69924129891757,0.08345379788003544,0.02736336037696053,0.01300371018530633,0.006624931454262363,0.01553717449697299,0.01186465505058045,0.01031191234088769,0.009250962958142404,0.009003562832053065,0.00949675988525185,0.009584651600267618,0.009502955415166155,0.009640676299699068,0.01389636387249198,0.01775732669704734,0.01541903611443624,0.02053582067051423,0.003956430131050946,0.002467452671802479,55599.19245289,55211.42163353178,0.935201778518356, 
12.70777466000555,0.08345953050194378,0.02738206458728512,0.01301639073760174,0.006635647819795329,0.01555253350045247,0.01188455101186861,0.01032768223013722,0.009268965947381216,0.009013794319135376,0.009507718949026397,0.009596899776795356,0.009518000261046487,0.009654898649313244,0.01391629248618819,0.01778167771273429,0.01542920408239288,0.0205506076070115,0.004180426990656097,0.00259799908837181,54677.55117112576,55336.4773644348,0.93521273392572, 
12.71630802109353,0.08347687354214539,0.02739124725497166,0.01303235641894546,0.006643635087161429,0.01557357811058332,0.01189959179981468,0.01034344437863053,0.009287476163535603,0.009031467830105423,0.009520160956670584,0.00961669915611053,0.009532363153595565,0.009667395749591924,0.01393625421194128,0.01780236839738898,0.0154366709754149,0.02055952864976522,0.004414754696032859,0.002734559316816369,55647.00865019905,55461.53309533781,0.9352096370437452, 
12.72484138218151,0.08348384488577557,0.02740039413966636,0.01304224952380332,0.006646976061689011,0.01558659125738361,0.01192170664146599,0.01035680105387164,0.009298035453248758,0.009055908981016556,0.009537656397762563,0.009631871147599056,0.00955208812696791,0.009676344030136416,0.01395749873266131,0.01781704474717239,0.0154422620777672,0.02056974520306653,0.004660819730192308,0.002885775125392396,55566.92823440726,55589.09013280613,0.9352022253444192, 
